price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
6400,1997,bmw,z3,good,6 cylinders,gas,91142,clean,manual,,convertible,black,ny
16985,2013,infiniti,g37 coupe,excellent,,gas,112061,clean,manual,,coupe,white,ca
5900,2011,ford,mustang,good,6 cylinders,gas,134222,rebuilt,automatic,mid-size,coupe,red,ok
8500,2001,chevrolet,corvette coupe,excellent,8 cylinders,gas,83000,clean,automatic,full-size,coupe,blue,fl
8795,2012,audi,a5,good,4 cylinders,gas,98139,clean,automatic,compact,coupe,white,fl
11499,2010,mercedes-benz,e350,excellent,6 cylinders,gas,101838,clean,automatic,full-size,coupe,white,fl
13955,2013,bmw,,like new,6 cylinders,gas,,clean,automatic,compact,convertible,red,fl
12900,2008,bmw,650i,excellent,8 cylinders,gas,88491,clean,automatic,full-size,convertible,silver,fl
7650,1976,,mgb convertible,excellent,4 cylinders,gas,55900,clean,manual,compact,convertible,green,pa
5300,2001,mercedes-benz,benz slk 230 sport,excellent,4 cylinders,gas,143000,clean,automatic,compact,convertible,silver,fl
15800,2003,bmw,m3 coupe,fair,6 cylinders,gas,130000,clean,manual,,coupe,black,pa
13900,2013,audi,a5 2.0 quatro premium +,like new,4 cylinders,gas,53000,clean,automatic,mid-size,coupe,black,ny
5700,2010,hyundai,elantra,good,4 cylinders,gas,99029,clean,automatic,compact,coupe,red,pa
15000,2006,pontiac,gto,like new,8 cylinders,gas,10980,clean,manual,,coupe,silver,fl
5600,2006,mercedes-benz,benz clk350,good,6 cylinders,gas,151000,clean,automatic,mid-size,coupe,silver,fl
4500,2007,,Scion tC,excellent,4 cylinders,gas,14200,clean,manual,sub-compact,coupe,blue,wa
40000,1955,chevrolet,belair,like new,,gas,12000,clean,automatic,,convertible,blue,pa
499,2018,chevrolet,camaro,like new,6 cylinders,gas,43549,clean,automatic,full-size,convertible,black,fl
5000,2002,ford,mustang gt premium,good,8 cylinders,gas,69000,clean,automatic,full-size,convertible,silver,fl
2500,2000,ford,mustang,good,6 cylinders,gas,230000,clean,automatic,compact,coupe,red,fl
12900,2011,bmw,335i,excellent,6 cylinders,gas,96861,clean,automatic,full-size,convertible,blue,fl
0,2006,nissan,350z,,,gas,,clean,automatic,,coupe,,ca
2250,2006,chevrolet,monte carlo lt,fair,6 cylinders,gas,165000,clean,automatic,,coupe,white,pa
18400,2017,ford,mustang ecoboost premium,good,,gas,66222,clean,automatic,,convertible,black,fl
21000,2007,mercedes-benz,benz sl550 roadster,excellent,8 cylinders,gas,38000,clean,automatic,full-size,convertible,silver,fl
15900,2005,chevrolet,corvette,like new,8 cylinders,gas,115736,clean,automatic,full-size,coupe,black,fl
1,2015,nissan,versa,excellent,4 cylinders,gas,66135,clean,automatic,mid-size,coupe,black,fl
1,2012,hyundai,genesis,excellent,4 cylinders,gas,115974,clean,manual,compact,coupe,white,fl
1,2007,honda,civic,good,4 cylinders,gas,165339,clean,automatic,compact,coupe,blue,fl
6999,2004,mercedes-benz,clk,excellent,,gas,128597,clean,automatic,,coupe,white,wa
7999,2008,mercedes-benz,clk,excellent,,gas,111580,clean,automatic,,coupe,black,wa
11666,2015,,Scion tC,,4 cylinders,gas,78395,clean,automatic,,coupe,grey,wa
19900,2013,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,57210,clean,other,,coupe,black,fl
13995,1993,nissan,300zx convertible,like new,6 cylinders,gas,31222,clean,manual,compact,convertible,red,fl
35042,2017,infiniti,q60,,6 cylinders,gas,27346,clean,automatic,,coupe,blue,wa
21900,2018,ford,mustang ecoboost coupe 2d,good,,gas,18173,clean,automatic,,coupe,grey,fl
10900,2004,bmw,z4 3.0i,excellent,6 cylinders,gas,45355,clean,manual,,convertible,black,fl
7900,2011,hyundai,genesis coupe,excellent,4 cylinders,gas,83102,clean,automatic,sub-compact,coupe,grey,fl
16995,2007,chevrolet,corvette,,,gas,111125,clean,automatic,,coupe,white,pa
15995,2011,ford,mustang,,8 cylinders,gas,96664,clean,automatic,,coupe,black,wa
4500,2013,kia,forte koup,good,4 cylinders,gas,132353,clean,automatic,compact,coupe,red,wa
2750,1927,dodge,brothers deluxe coupe,,4 cylinders,gas,100000,missing,manual,,coupe,black,ca
18000,2003,chevrolet,corvette convertible,excellent,8 cylinders,gas,99000,clean,automatic,,convertible,red,fl
2000,2001,,volkswagon passat,fair,6 cylinders,gas,97500,clean,manual,mid-size,coupe,white,fl
39999,2014,bmw,m6,,8 cylinders,gas,46312,clean,automatic,,coupe,grey,wa
0,2017,infiniti,q60,,4 cylinders,gas,22581,clean,automatic,,coupe,black,wv
58,1958,chevrolet,impala,excellent,8 cylinders,gas,,clean,automatic,mid-size,coupe,custom,fl
6250,1977,chrysler,brougham,excellent,8 cylinders,gas,38000,clean,automatic,mid-size,coupe,blue,fl
19990,2014,mazda,mx-5 miata grand touring,good,,gas,11699,clean,other,,convertible,red,fl
8750,2007,bmw,3 series,,6 cylinders,gas,111976,clean,automatic,,convertible,blue,wv
3900,2003,,Mercedes- Sport Coupe 2D,good,4 cylinders,gas,105600,clean,automatic,mid-size,coupe,red,wv
11500,1978,chevrolet,malibu 2dr,excellent,8 cylinders,gas,,clean,automatic,full-size,coupe,custom,wv
4750,1976,mercedes-benz,450sl,excellent,8 cylinders,gas,,clean,automatic,,convertible,silver,fl
299,2004,honda,accord,excellent,4 cylinders,gas,125423,clean,automatic,,coupe,silver,pa
13990,1975,chevrolet,corvette stingray,good,8 cylinders,gas,86265,clean,manual,mid-size,coupe,black,wv
34995,2018,chevrolet,camaro ss,like new,8 cylinders,gas,2300,clean,manual,mid-size,coupe,blue,pa
28500,1978,pontiac,trans am,excellent,8 cylinders,gas,,clean,automatic,mid-size,coupe,black,fl
14990,1968,ford,mustang,good,8 cylinders,gas,83886,clean,automatic,mid-size,coupe,white,wv
19999,2014,mercedes-benz,benz e350 coupe,excellent,6 cylinders,gas,74000,clean,automatic,mid-size,coupe,red,fl
18250,2006,,Porsche Boxster S,excellent,6 cylinders,gas,56000,clean,manual,,convertible,blue,ny
22495,1966,ford,mustang,excellent,8 cylinders,gas,62000,clean,automatic,full-size,coupe,white,ny
5988,2007,honda,accord,,,gas,132442,clean,automatic,,coupe,black,sc
7900,2001,,Porsche Boxster,excellent,6 cylinders,gas,150000,clean,manual,,convertible,black,ny
36980,1912,ford,model t,,,gas,5810,clean,automatic,,convertible,green,ks
8500,1990,chrysler,tc by maserati,excellent,6 cylinders,gas,28600,clean,automatic,compact,convertible,yellow,ks
11900,2009,bmw,650,excellent,8 cylinders,gas,106698,clean,automatic,full-size,convertible,blue,fl
49500,2012,,2012 BOSS 302 PRE PRODUCTION,excellent,8 cylinders,gas,11000,clean,manual,,coupe,blue,pa
49500,2013,ford,mustang boss 302,like new,8 cylinders,gas,6000,clean,manual,mid-size,coupe,yellow,pa
8750,2008,mercedes-benz,clk-class,excellent,6 cylinders,gas,104000,clean,automatic,,convertible,,ia
2000,2002,chevrolet,prism,good,4 cylinders,gas,143000,clean,automatic,,coupe,white,pa
13900,2009,nissan,370z,excellent,6 cylinders,gas,95072,clean,manual,full-size,coupe,grey,fl
4950,2004,chevrolet,monte carlo,,6 cylinders,gas,107155,clean,automatic,,coupe,silver,wv
0,2016,bmw,428,,4 cylinders,gas,36742,clean,automatic,,coupe,blue,wv
0,2011,bmw,335,,6 cylinders,gas,117941,clean,automatic,,convertible,blue,wv
0,2016,hyundai,veloster,excellent,4 cylinders,gas,38375,clean,manual,compact,coupe,black,ok
0,2015,dodge,challenger,excellent,8 cylinders,gas,15910,clean,manual,compact,coupe,,ok
16000,1941,buick,super coupe,good,8 cylinders,gas,3000,clean,manual,full-size,coupe,black,wv
19990,2016,honda,accord ex-l coupe 2d,good,,gas,16268,clean,automatic,,coupe,,fl
1,2016,ford,mustang,excellent,10 cylinders,gas,15519,clean,manual,mid-size,coupe,grey,fl
1,2016,lexus,rc 200t,excellent,10 cylinders,gas,24385,clean,other,mid-size,coupe,white,fl
1,2016,mercedes-benz,slk,excellent,10 cylinders,gas,36600,clean,other,mid-size,convertible,custom,fl
7000,1991,chevrolet,corvette cpe,excellent,8 cylinders,gas,117000,clean,manual,,coupe,black,wv
11995,2006,audi,tt,,,gas,53150,clean,automatic,,coupe,,ks
39000,2014,ford,mustang shelby gt500,excellent,8 cylinders,gas,23000,clean,manual,mid-size,coupe,blue,wv
4999,2002,mercedes-benz,benz clk 320,like new,6 cylinders,gas,112000,clean,automatic,full-size,coupe,black,wv
24995,2019,chevrolet,camaro,like new,6 cylinders,gas,23665,clean,automatic,mid-size,coupe,black,ca
7800,2008,bmw,3 series 328i coupe,good,6 cylinders,gas,97350,clean,automatic,compact,coupe,grey,fl
5950,2008,honda,civic ex,excellent,4 cylinders,gas,59000,clean,manual,compact,coupe,silver,fl
6500,1992,mercedes-benz,benz sl500,excellent,8 cylinders,gas,180000,clean,automatic,sub-compact,coupe,blue,pa
850,1995,honda,civic,fair,4 cylinders,gas,240000,clean,manual,compact,coupe,green,ok
11000,2001,chevrolet,corvette,excellent,8 cylinders,gas,114000,clean,manual,full-size,coupe,red,wv
67999,2011,tesla,roadster,,,electric,38769,clean,automatic,,convertible,green,tx
9999,2006,ford,mustang,excellent,,gas,88173,clean,automatic,,coupe,,wi
7999,2001,,Porsche Boxster S,good,6 cylinders,gas,126600,clean,automatic,compact,convertible,black,sc
24900,2017,ford,mustang,,,gas,44774,clean,automatic,sub-compact,coupe,blue,tx
8795,2012,audi,a5,good,4 cylinders,gas,98139,clean,automatic,compact,coupe,white,fl
24990,2017,mazda,mx-5 miata rf grand,good,,gas,7048,clean,other,,convertible,red,fl
0,2009,honda,civic,,,gas,,clean,manual,sub-compact,coupe,,ca
12000,2011,chevrolet,camaro,good,8 cylinders,gas,118000,clean,automatic,full-size,convertible,white,ok
34000,2001,ford,mustang saleen,excellent,8 cylinders,gas,94929,clean,manual,,coupe,red,ok
21000,2015,ford,mustang,,,gas,33777,clean,manual,sub-compact,coupe,black,tx
19995,2018,ford,mustang,,,gas,44246,clean,automatic,sub-compact,convertible,red,tx
1,1969,buick,electra 225. convertible,good,8 cylinders,gas,88,clean,automatic,full-size,convertible,custom,fl
4000,1990,ford,mustang,,8 cylinders,gas,,clean,manual,,convertible,grey,fl
8950,2011,bmw,128i coupe,excellent,6 cylinders,gas,90953,clean,automatic,mid-size,coupe,grey,tx
9745,2007,ford,mustang,,8 cylinders,gas,122405,clean,automatic,,convertible,red,fl
19998,2007,chevrolet,corvette,excellent,8 cylinders,gas,65077,clean,automatic,,coupe,black,tx
5500,1978,,1978 MGB,good,4 cylinders,gas,58000,clean,manual,compact,convertible,red,wi
44500,1961,chevrolet,corvette,,,gas,,clean,manual,,convertible,,ok
16900,2017,honda,civic lx coupe 2d,good,,gas,20230,clean,other,,coupe,white,ok
5200,2004,chrysler,crossfire,good,6 cylinders,gas,75000,salvage,automatic,,convertible,black,wi
4000,2000,volkswagen,golf gti,excellent,4 cylinders,gas,155096,clean,manual,compact,coupe,silver,pa
0,2006,chevrolet,cobalt,excellent,4 cylinders,gas,109565,clean,automatic,sub-compact,coupe,yellow,wi
4000,1989,chevrolet,corvette c4,good,8 cylinders,gas,140000,clean,automatic,,coupe,red,wi
62500,1965,chevrolet,corvette,excellent,8 cylinders,gas,88000,clean,manual,mid-size,coupe,yellow,wi
24500,1934,,plymouth coupe,good,6 cylinders,gas,86000,clean,manual,full-size,coupe,grey,wi
15000,2004,bmw,m3 convertible,excellent,6 cylinders,gas,78300,clean,other,compact,convertible,silver,ok
2500,2011,honda,civic,fair,4 cylinders,gas,120654,clean,manual,compact,coupe,black,ok
18000,1968,ford,fairlane,excellent,8 cylinders,gas,,clean,manual,full-size,coupe,orange,wi
3800,2007,honda,accord ex-l coupe,good,4 cylinders,gas,106700,clean,automatic,,coupe,,pa
12990,2016,kia,forte koup ex coupe 2d,good,,gas,17288,clean,automatic,,coupe,silver,ok
23985,2017,buick,cascada,excellent,4 cylinders,gas,1881,clean,automatic,,convertible,,wi
17790,2017,honda,civic lx coupe 2d,good,,gas,8452,clean,automatic,,coupe,red,va
24500,2018,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,36076,clean,other,,coupe,silver,ok
8500,2011,audi,a5 coupe,like new,4 cylinders,gas,89000,rebuilt,manual,,coupe,white,pa
5000,2012,nissan,sentra,excellent,4 cylinders,gas,119900,lien,automatic,compact,coupe,silver,pa
15000,1996,ford,mustang gt convertible,like new,,gas,116884,clean,automatic,,convertible,green,wi
11500,2013,hyundai,genesis coupe,like new,6 cylinders,gas,70000,clean,automatic,,coupe,grey,pa
6500,2006,ford,mustang gt,good,8 cylinders,gas,144000,clean,manual,,coupe,black,pa
3100,1988,,OLDSMOBILE TORONADO TROFEO,excellent,6 cylinders,gas,82211,clean,automatic,,coupe,blue,ia
3800,2005,honda,civic,good,4 cylinders,gas,153000,clean,automatic,mid-size,coupe,red,wi
4,1999,honda,prelude,excellent,,gas,187500,clean,automatic,,coupe,white,ca
19995,2018,ford,mustang ecoboost premium,like new,4 cylinders,gas,44246,clean,automatic,,convertible,red,tx
24900,2017,ford,mustang gt,like new,8 cylinders,gas,44774,clean,automatic,,coupe,blue,tx
21000,2015,ford,mustang ecoboost,like new,4 cylinders,gas,33777,clean,automatic,,coupe,black,tx
3800,2005,honda,civic,good,4 cylinders,gas,153000,clean,automatic,mid-size,coupe,red,wi
28995,2015,dodge,challenger r/t plus,like new,8 cylinders,gas,19057,clean,automatic,,coupe,blue,tx
10999,2016,ford,mustang,,,gas,70898,clean,,sub-compact,coupe,blue,pa
6500,2012,dodge,challenger,,,gas,,salvage,automatic,,coupe,red,tx
8000,2008,lexus,is 250,good,6 cylinders,gas,146883,clean,automatic,compact,coupe,black,tx
15995,2011,mercedes-benz,cls-class,,,gas,68057,clean,automatic,compact,coupe,black,tx
5000,2007,chevrolet,cobalt ss,like new,4 cylinders,gas,74000,clean,manual,compact,coupe,black,ia
28998,2015,audi,s5 premium plus quattro,,6 cylinders,gas,43202,clean,automatic,,convertible,,mt
3300,2002,pontiac,grand am,excellent,6 cylinders,gas,39650,clean,automatic,,coupe,brown,wi
32995,2016,ford,mustang gt premium 5.0,excellent,8 cylinders,gas,11390,clean,manual,,coupe,white,ia
19990,2012,audi,s5 quattro coupe 2d,good,8 cylinders,gas,79875,clean,automatic,,coupe,blue,wi
1495,2000,dodge,grand caravan,good,,gas,,clean,automatic,mid-size,coupe,blue,wi
69995,2009,nissan,gt-r,excellent,6 cylinders,gas,26579,clean,automatic,sub-compact,coupe,white,tx
10999,2015,honda,civic,like new,4 cylinders,gas,57000,clean,automatic,compact,coupe,black,pa
18000,1973,mercury,cougar convertible,excellent,8 cylinders,gas,13800,clean,automatic,,convertible,blue,wi
13990,2005,chevrolet,corvette,excellent,8 cylinders,gas,117307,clean,automatic,mid-size,coupe,silver,wi
2799,2000,chevrolet,monte carlo ls,good,6 cylinders,gas,169991,clean,automatic,mid-size,coupe,red,ok
0,2018,chevrolet,camaro,excellent,6 cylinders,gas,8617,clean,automatic,compact,coupe,black,wi
5900,2007,ford,mustang coupe,good,6 cylinders,gas,137000,clean,automatic,mid-size,coupe,blue,wi
18000,1968,ford,fairlane,excellent,8 cylinders,gas,,clean,manual,full-size,coupe,orange,wi
16490,2012,mercedes-benz,c-class c 350,good,6 cylinders,gas,85859,clean,automatic,,coupe,white,va
1400,1998,ford,escort zx2,good,,gas,115000,clean,automatic,compact,coupe,,pa
1500,1995,honda,,good,4 cylinders,gas,142000,clean,manual,compact,coupe,red,pa
9500,2009,bmw,335i,like new,6 cylinders,gas,90000,clean,automatic,mid-size,convertible,black,tx
26498,2016,dodge,challenger r/t,,8 cylinders,gas,16905,clean,manual,,coupe,,mt
19499,2012,mercedes-benz,slk 350,excellent,6 cylinders,gas,38312,clean,automatic,mid-size,convertible,black,va
12590,2012,chrysler,200 limited convertible,good,6 cylinders,gas,66953,clean,other,,convertible,silver,fl
16995,2007,chevrolet,corvette,,,gas,111125,clean,automatic,,coupe,white,pa
0,1996,jeep,wrangler,good,6 cylinders,gas,125000,clean,manual,,coupe,black,pa
3000,1989,buick,riveara,good,6 cylinders,gas,84000,clean,automatic,full-size,coupe,silver,wi
0,2011,chevrolet,corvette,excellent,8 cylinders,gas,37368,clean,manual,sub-compact,convertible,red,wi
0,2018,ford,mustang ecoboost coupe,excellent,,gas,41472,clean,automatic,,coupe,,ok
13800,2005,,2005 Mustang GT,like new,8 cylinders,gas,46000,clean,manual,mid-size,coupe,red,ok
12900,2012,honda,accord ex coupe 2d,good,,gas,78227,clean,other,,coupe,,ok
11995,2005,buick,crossfire limited roadster,excellent,6 cylinders,gas,27631,clean,manual,compact,convertible,black,wi
23900,2017,subaru,brz limited coupe 2d,good,,gas,19323,clean,other,,coupe,,ok
0,2010,nissan,altima,excellent,6 cylinders,gas,122102,clean,automatic,sub-compact,coupe,red,ok
40900,1955,chevrolet,bel air,excellent,8 cylinders,gas,1,clean,manual,full-size,coupe,custom,ok
15590,2010,mercedes-benz,e-class e 350,good,6 cylinders,other,52385,clean,automatic,,coupe,,ok
13950,2016,hyundai,veloster coupe 3d,good,,gas,34225,clean,automatic,,coupe,white,ok
10980,2010,dodge,challenger,,8 cylinders,gas,140537,clean,automatic,,coupe,white,tx
4750,2004,,saab 9-3,good,4 cylinders,gas,111000,clean,automatic,mid-size,convertible,black,pa
9995,2014,ford,mustang,excellent,,gas,132645,clean,automatic,,convertible,white,nj
19995,2009,dodge,challenger,excellent,,gas,49988,clean,manual,,coupe,black,nj
10995,2011,bmw,3 series 328i,excellent,6 cylinders,gas,88200,clean,automatic,full-size,coupe,silver,ca
8795,2012,audi,a5,good,4 cylinders,gas,98139,clean,automatic,compact,coupe,white,fl
89950,2007,ferrari,f430 spider,excellent,8 cylinders,gas,44250,clean,automatic,compact,coupe,red,fl
29990,2012,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,40555,clean,other,,coupe,white,fl
62990,2017,chevrolet,corvette,excellent,8 cylinders,gas,10136,clean,manual,sub-compact,coupe,yellow,tx
14900,1929,ford,,excellent,4 cylinders,gas,,clean,manual,,convertible,custom,pa
16990,2012,infiniti,g g37 coupe 2d,good,6 cylinders,gas,69210,clean,automatic,,coupe,silver,fl
32000,1987,buick,grand national,excellent,6 cylinders,gas,47000,clean,automatic,full-size,coupe,black,nj
4495,2004,honda,accord,good,4 cylinders,gas,136456,clean,automatic,mid-size,coupe,white,tx
3295,2002,honda,civic,good,4 cylinders,gas,189393,clean,automatic,mid-size,coupe,silver,tx
3900,1997,chevrolet,camaro,fair,8 cylinders,gas,76000,clean,automatic,,coupe,white,nj
5995,1971,,amc /amx,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,black,nj
5995,1971,,amc /amx,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,black,nj
8750,1991,dodge,stealth,excellent,6 cylinders,gas,174550,clean,manual,compact,coupe,black,pa
3800,1997,mercury,cougar,like new,8 cylinders,gas,62845,clean,automatic,mid-size,coupe,custom,va
18997,2000,bmw,z3 m,excellent,,gas,54943,clean,manual,,convertible,,wi
19500,1966,chevrolet,nova,excellent,8 cylinders,gas,,clean,automatic,mid-size,coupe,blue,nj
10500,1993,ford,mustang lx 5.0,good,8 cylinders,gas,95000,clean,manual,,coupe,,pa
4000,1984,chevrolet,corvette,good,8 cylinders,gas,109000,clean,automatic,full-size,coupe,yellow,pa
2995,2004,dodge,viper srt-10,excellent,10 cylinders,gas,73000,clean,manual,mid-size,convertible,silver,ok
4950,1949,cadillac,club coupe,,8 cylinders,gas,,clean,automatic,,coupe,,ok
4700,2006,hyundai,tiburon gt v6,good,6 cylinders,gas,119000,clean,automatic,compact,coupe,white,ok
16500,1996,chevrolet,impala,excellent,8 cylinders,gas,,clean,automatic,,coupe,,pa
15889,2007,ford,mustang,,8 cylinders,gas,21796,clean,automatic,,coupe,,nj
17998,2004,chevrolet,corvette,,8 cylinders,gas,50625,clean,automatic,,coupe,red,nj
10988,2013,infiniti,g37 coupe,,6 cylinders,gas,132107,clean,automatic,,coupe,black,nj
4600,2008,mini,cooper convertible,,,gas,139570,clean,manual,sub-compact,convertible,white,nj
